,m,km,miles,seconds,minutes,hours,leg,lon,lat,Name
1203,NA,NA,NA,NA,NA,NA,NA,-97.7475571,30.2908768,CK9 T281
1204,142,0.142,0.0882388,31,0.516666667,0.008611111,1,-97.7475571,30.2908768,CK9 T281
1205,304,0.304,0.1889056,75,1.25,0.020833333,2,-97.7490366,30.2909559,CK9 T281
1206,689,0.689,0.4281446,100,1.666666667,0.027777778,3,-97.7493435,30.2882597,CK9 T281
1207,327,0.327,0.2031978,31,0.516666667,0.008611111,4,-97.756225,30.2894997,CK9 T281
1208,44,0.044,0.0273416,5,0.083333333,0.001388889,5,-97.7585757,30.2915328,CK9 T281
1209,72,0.072,0.0447408,7,0.116666667,0.001944444,6,-97.7587188,30.2919041,CK9 T281
1210,9411,9.411,5.8479954,389,6.483333333,0.108055556,7,-97.7586099,30.2925383,CK9 T281
1211,320,0.32,0.198848,13,0.216666667,0.003611111,8,-97.7400131,30.3742978,CK9 T281
1212,826,0.826,0.5132764,37,0.616666667,0.010277778,9,-97.7386111,30.3769037,CK9 T281
1213,532,0.532,0.3305848,55,0.916666667,0.015277778,10,-97.7314484,30.3752511,CK9 T281
1214,2340,2.34,1.454076,210,3.5,0.058333333,11,-97.7266324,30.3729302,CK9 T281
1215,410,0.41,0.254774,70,1.166666667,0.019444444,12,-97.7211609,30.3930654,CK9 T281
1216,NA,NA,NA,NA,NA,NA,NA,-97.7177311,30.3928876,CK9 T281
1217,410,0.41,0.254774,64,1.066666667,0.017777778,1,-97.7177311,30.3928876,CK9 T281
1218,2304,2.304,1.4317056,241,4.016666667,0.066944444,2,-97.7211609,30.3930654,CK9 T281
1219,650,0.65,0.40391,47,0.783333333,0.013055556,3,-97.7266324,30.3729302,CK9 T281
1220,3691,3.691,2.2935874,145,2.416666667,0.040277778,4,-97.7207704,30.3700161,CK9 T281
1221,8827,8.827,5.4850978,395,6.583333333,0.109722222,5,-97.7036759,30.342428,CK9 T281
1222,168,0.168,0.1043952,14,0.233333333,0.003888889,6,-97.7331504,30.2699518,CK9 T281
1223,325,0.325,0.201955,57,0.95,0.015833333,7,-97.7340122,30.268675,CK9 T281
1224,652,0.652,0.4051528,120,2,0.033333333,8,-97.7350266,30.265884,CK9 T281
1225,49,0.049,0.0304486,27,0.45,0.0075,9,-97.741483,30.2676817,CK9 T281
1226,NA,NA,NA,NA,NA,NA,NA,-97.7413174,30.2680989,CK9 T281
1227,385,0.385,0.239239,78,1.3,0.021666667,1,-97.7471695,30.2780304,CSF 8927
1228,756,0.756,0.4697784,110,1.833333333,0.030555556,2,-97.7433591,30.2769464,CSF 8927
1229,57,0.057,0.0354198,4,0.066666667,0.001111111,3,-97.7457494,30.2704714,CSF 8927
1230,216,0.216,0.1342224,77,1.283333333,0.021388889,4,-97.7459315,30.2699859,CSF 8927
1231,1,0.001,0.0006214,6,0.1,0.001666667,5,-97.7437984,30.2693583,CSF 8927
1232,NA,NA,NA,NA,NA,NA,NA,-97.743802,30.269349,CSF 8927
1233,108,0.108,0.0671112,29,0.483333333,0.008055556,1,-97.743802,30.269349,CSF 8927
1234,106,0.106,0.0658684,23,0.383333333,0.006388889,2,-97.7441589,30.2684275,CSF 8927
1235,1030,1.03,0.640042,156,2.6,0.043333333,3,-97.7452054,30.2687282,CSF 8927
1236,337,0.337,0.2094118,59,0.983333333,0.016388889,4,-97.7419501,30.2775537,CSF 8927
1237,205,0.205,0.127387,33,0.55,0.009166667,5,-97.7451336,30.278578,CSF 8927
1238,42,0.042,0.0260988,27,0.45,0.0075,6,-97.7444597,30.2803264,CSF 8927
1239,NA,NA,NA,NA,NA,NA,NA,-97.744872,30.2804454,CSF 8927
1240,258,0.258,0.1603212,72,1.2,0.02,1,-97.744872,30.2804454,CSF 8927
1241,1081,1.081,0.6717334,166,2.766666667,0.046111111,2,-97.7423147,30.2797293,CSF 8927
1242,57,0.057,0.0354198,4,0.066666667,0.001111111,3,-97.7457494,30.2704714,CSF 8927
1243,182,0.182,0.1130948,68,1.133333333,0.018888889,4,-97.7459315,30.2699859,CSF 8927
1244,NA,NA,NA,NA,NA,NA,NA,-97.744137,30.2694542,CSF 8927
1245,228,0.228,0.1416792,35,0.583333333,0.009722222,1,-97.7338982,30.2965069,CZS 9748
1246,213,0.213,0.1323582,30,0.5,0.008333333,2,-97.7318113,30.2955252,CZS 9748
1247,1040,1.04,0.646256,149,2.483333333,0.041388889,3,-97.732879,30.293844,CZS 9748
1248,145,0.145,0.090103,18,0.3,0.005,4,-97.7234218,30.2892942,CZS 9748
1249,301,0.301,0.1870414,16,0.266666667,0.004444444,5,-97.7241441,30.2881506,CZS 9748
1250,377,0.377,0.2342678,19,0.316666667,0.005277778,6,-97.7254686,30.2857378,CZS 9748
1251,4234,4.234,2.6310076,210,3.5,0.058333333,7,-97.727424,30.282798,CZS 9748
1252,126,0.126,0.0782964,8,0.133333333,0.002222222,8,-97.7350715,30.2464244,CZS 9748
1253,520,0.52,0.323128,45,0.75,0.0125,9,-97.735311,30.2453136,CZS 9748
1254,1177,1.177,0.7313878,153,2.55,0.0425,10,-97.7373993,30.2410624,CZS 9748
1255,507,0.507,0.3150498,56,0.933333333,0.015555556,11,-97.7273688,30.2354182,CZS 9748
1256,NA,NA,NA,NA,NA,NA,NA,-97.7298995,30.2314163,CZS 9748
1257,807,0.807,0.5014698,105,1.75,0.029166667,1,-97.7298995,30.2314163,CZS 9748
1258,1402,1.402,0.8712028,142,2.366666667,0.039444444,2,-97.725731,30.2376744,CZS 9748
1259,2379,2.379,1.4783106,321,5.35,0.089166667,3,-97.7339067,30.2476864,CZS 9748
1260,638,0.638,0.3964532,92,1.533333333,0.025555556,4,-97.7512879,30.2619738,CZS 9748
1261,836,0.836,0.5194904,123,2.05,0.034166667,5,-97.7570554,30.264527,CZS 9748
1262,1093,1.093,0.6791902,124,2.066666667,0.034444444,6,-97.7539935,30.2715396,CZS 9748
1263,1,0.001,0.0006214,4,0.066666667,0.001111111,7,-97.76422,30.275769,CZS 9748
1264,NA,NA,NA,NA,NA,NA,NA,-97.7642241,30.2757629,CZS 9748
1265,116,0.116,0.0720824,39,0.65,0.010833333,1,-97.7642241,30.2757629,CZS 9748
1266,1216,1.216,0.7556224,184,3.066666667,0.051111111,2,-97.7648272,30.2748628,CZS 9748
1267,NA,NA,NA,NA,NA,NA,NA,-97.7536282,30.2699148,CZS 9748
1268,1296,1.296,0.8053344,232,3.866666667,0.064444444,1,-97.7536282,30.2699148,CZS 9748
1269,111,0.111,0.0689754,40,0.666666667,0.011111111,2,-97.7407506,30.2664621,CZS 9748
1270,55,0.055,0.034177,22,0.366666667,0.006111111,3,-97.741106,30.2655151,CZS 9748
1271,NA,NA,NA,NA,NA,NA,NA,-97.7405522,30.2653785,CZS 9748
1272,60,0.06,0.037284,9,0.15,0.0025,1,-97.7204047,30.264846,FHB 1679
1273,290,0.29,0.180206,60,1,0.016666667,2,-97.7210059,30.2649855,FHB 1679
1274,1033,1.033,0.6419062,90,1.5,0.025,3,-97.7221297,30.2625601,FHB 1679
1275,109,0.109,0.0677326,24,0.4,0.006666667,4,-97.7321093,30.2660239,FHB 1679
1276,906,0.906,0.5629884,198,3.3,0.055,5,-97.7325274,30.2651158,FHB 1679
1277,109,0.109,0.0677326,47,0.783333333,0.013055556,6,-97.741483,30.2676817,FHB 1679
1278,40,0.04,0.024856,15,0.25,0.004166667,7,-97.741125,30.2686087,FHB 1679
1279,NA,NA,NA,NA,NA,NA,NA,-97.740727,30.2685018,FHB 1679
1280,2941,2.941,1.8275374,347,5.783333333,0.096388889,1,-97.740727,30.2685018,FHB 1679
1281,269,0.269,0.1671566,70,1.166666667,0.019444444,2,-97.7116358,30.2605864,FHB 1679
1282,NA,NA,NA,NA,NA,NA,NA,-97.7126685,30.2583425,FHB 1679
1283,312,0.312,0.1938768,50,0.833333333,0.013888889,1,-97.7259041,30.2699533,CZT 0920
1284,616,0.616,0.3827824,88,1.466666667,0.024444444,2,-97.7264939,30.2727148,CZT 0920
1285,264,0.264,0.1640496,41,0.683333333,0.011388889,3,-97.7328126,30.2718746,CZT 0920
1286,917,0.917,0.5698238,148,2.466666667,0.041111111,4,-97.7336691,30.2696225,CZT 0920
1287,327,0.327,0.2031978,87,1.45,0.024166667,5,-97.7427569,30.2721445,CZT 0920
1288,NA,NA,NA,NA,NA,NA,NA,-97.743802,30.269349,CZT 0920
1289,108,0.108,0.0671112,29,0.483333333,0.008055556,1,-97.743802,30.269349,CZT 0920
1290,106,0.106,0.0658684,23,0.383333333,0.006388889,2,-97.7441589,30.2684275,CZT 0920
1291,329,0.329,0.2044406,54,0.9,0.015,3,-97.7452054,30.2687282,CZT 0920
1292,39,0.039,0.0242346,13,0.216666667,0.003611111,4,-97.744146,30.271542,CZT 0920
1293,NA,NA,NA,NA,NA,NA,NA,-97.7437649,30.271432,CZT 0920
1294,190,0.19,0.118066,57,0.95,0.015833333,1,-97.7385855,30.259299,FGZ 8688
1295,103,0.103,0.0640042,35,0.583333333,0.009722222,2,-97.7379786,30.2609233,FGZ 8688
1296,70,0.07,0.043498,33,0.55,0.009166667,3,-97.7390062,30.261196,FGZ 8688
1297,578,0.578,0.3591692,138,2.3,0.038333333,4,-97.7388119,30.261806,FGZ 8688
1298,764,0.764,0.4747496,178,2.966666667,0.049444444,5,-97.7445474,30.2633784,FGZ 8688
1299,44,0.044,0.0273416,16,0.266666667,0.004444444,6,-97.7421066,30.2699197,FGZ 8688
1300,NA,NA,NA,NA,NA,NA,NA,-97.7425375,30.2700423,FGZ 8688
1301,90,0.09,0.055926,26,0.433333333,0.007222222,1,-97.7425375,30.2700423,FGZ 8688
1302,219,0.219,0.1360866,54,0.9,0.015,2,-97.7434289,30.2702969,FGZ 8688
1303,948,0.948,0.5890872,162,2.7,0.045,3,-97.7441589,30.2684275,FGZ 8688
1304,NA,NA,NA,NA,NA,NA,NA,-97.7534359,30.2713235,FGZ 8688
1305,284,0.284,0.1764776,46,0.766666667,0.012777778,1,-97.7541403,30.2459556,CSF 8932
1306,2967,2.967,1.8436938,346,5.766666667,0.096111111,2,-97.7513278,30.2451702,CSF 8932
1307,105,0.105,0.065247,15,0.25,0.004166667,3,-97.7648311,30.2214467,CSF 8932
1308,NA,NA,NA,NA,NA,NA,NA,-97.7658017,30.2218727,CSF 8932
1309,21,0.021,0.0130494,2,0.033333333,0.000555556,1,-97.7204306,30.2960557,FGZ 8623
1310,79,0.079,0.0490906,20,0.333333333,0.005555556,2,-97.7202403,30.2959662,FGZ 8623
1311,566,0.566,0.3517124,119,1.983333333,0.033055556,3,-97.7206373,30.2953482,FGZ 8623
1312,304,0.304,0.1889056,40,0.666666667,0.011111111,4,-97.7156125,30.2927277,FGZ 8623
1313,698,0.698,0.4337372,86,1.433333333,0.023888889,5,-97.7145977,30.2901451,FGZ 8623
1314,163,0.163,0.1012882,39,0.65,0.010833333,6,-97.7182295,30.284705,FGZ 8623
1315,NA,NA,NA,NA,NA,NA,NA,-97.7168264,30.2846562,FGZ 8623
1316,134,0.134,0.0832676,22,0.366666667,0.006111111,1,-97.7168264,30.2846562,FGZ 8623
1317,293,0.293,0.1820702,40,0.666666667,0.011111111,2,-97.7181956,30.2844454,FGZ 8623
1318,643,0.643,0.3995602,85,1.416666667,0.023611111,3,-97.7168576,30.2867646,FGZ 8623
1319,110,0.11,0.068354,15,0.25,0.004166667,4,-97.7227149,30.289573,FGZ 8623
1320,713,0.713,0.4430582,32,0.533333333,0.008888889,5,-97.7221488,30.2904339,FGZ 8623
1321,4679,4.679,2.9075306,178,2.966666667,0.049444444,6,-97.7187325,30.2961,FGZ 8623
1322,4417,4.417,2.7447238,179,2.983333333,0.049722222,7,-97.7024658,30.3351675,FGZ 8623
1323,318,0.318,0.1976052,16,0.266666667,0.004444444,8,-97.7187975,30.3684569,FGZ 8623
1324,618,0.618,0.3840252,66,1.1,0.018333333,9,-97.7204728,30.3708761,FGZ 8623
1325,2843,2.843,1.7666402,245,4.083333333,0.068055556,10,-97.72617,30.3734711,FGZ 8623
1326,271,0.271,0.1683994,51,0.85,0.014166667,11,-97.7193665,30.3983071,FGZ 8623
1327,166,0.166,0.1031524,41,0.683333333,0.011388889,12,-97.7218915,30.3991623,FGZ 8623
1328,NA,NA,NA,NA,NA,NA,NA,-97.7219338,30.4003365,FGZ 8623
1329,351,0.351,0.2181114,34,0.566666667,0.009444444,1,-97.7553657,30.2833716,FHB 1327
1330,301,0.301,0.1870414,32,0.533333333,0.008888889,2,-97.7564039,30.2862643,FHB 1327
1331,73,0.073,0.0453622,18,0.3,0.005,3,-97.754392,30.2883,FHB 1327
1332,262,0.262,0.1628068,55,0.916666667,0.015277778,4,-97.754139,30.288916,FHB 1327
1333,256,0.256,0.1590784,41,0.683333333,0.011388889,5,-97.7514823,30.2884413,FHB 1327
1334,1938,1.938,1.2042732,171,2.85,0.0475,6,-97.7531302,30.2870353,FHB 1327
1335,293,0.293,0.1820702,56,0.933333333,0.015555556,7,-97.7462269,30.3002718,FHB 1327
1336,303,0.303,0.1882842,56,0.933333333,0.015555556,8,-97.7435512,30.2989972,FHB 1327
1337,NA,NA,NA,NA,NA,NA,NA,-97.74206,30.301394,FHB 1327
1338,20,0.02,0.012428,2,0.033333333,0.000555556,1,-97.7220156,30.3988759,CSF 8933
1339,260,0.26,0.161564,54,0.9,0.015,2,-97.7219347,30.3990421,CSF 8933
1340,868,0.868,0.5393752,76,1.266666667,0.021111111,3,-97.7193665,30.3983071,CSF 8933
1341,409,0.409,0.2541526,65,1.083333333,0.018055556,4,-97.7157776,30.405447,CSF 8933
1342,815,0.815,0.506441,50,0.833333333,0.013888889,5,-97.716028,30.4090737,CSF 8933
1343,20103,20.103,12.4920042,783,13.05,0.2175,6,-97.7238876,30.4064864,CSF 8933
1344,722,0.722,0.4486508,31,0.516666667,0.008611111,7,-97.8062593,30.2503463,CSF 8933
1345,790,0.79,0.490906,36,0.6,0.01,8,-97.8026958,30.2450719,CSF 8933
1346,615,0.615,0.382161,70,1.166666667,0.019444444,9,-97.799475,30.2385354,CSF 8933
1347,1771,1.771,1.1004994,197,3.283333333,0.054722222,10,-97.7966461,30.2336793,CSF 8933
1348,299,0.299,0.1857986,45,0.75,0.0125,11,-97.7822866,30.2436129,CSF 8933
1349,33,0.033,0.0205062,12,0.2,0.003333333,12,-97.7840605,30.2458221,CSF 8933
1350,NA,NA,NA,NA,NA,NA,NA,-97.7843625,30.2456796,CSF 8933
1351,33,0.033,0.0205062,5,0.083333333,0.001388889,1,-97.7843625,30.2456796,CSF 8933
1352,299,0.299,0.1857986,46,0.766666667,0.012777778,2,-97.7840605,30.2458221,CSF 8933
1353,1187,1.187,0.7376018,108,1.8,0.03,3,-97.7822866,30.2436129,CSF 8933
1354,411,0.411,0.2553954,60,1,0.016666667,4,-97.7918751,30.2368895,CSF 8933
1355,153,0.153,0.0950742,12,0.2,0.003333333,5,-97.7954832,30.234906,CSF 8933
1356,354,0.354,0.2199756,19,0.316666667,0.005277778,6,-97.7968223,30.2353461,CSF 8933
1357,1111,1.111,0.6903754,80,1.333333333,0.022222222,7,-97.7988783,30.2379518,CSF 8933
1358,355,0.355,0.220597,26,0.433333333,0.007222222,8,-97.8035489,30.2470794,CSF 8933
1359,1985,1.985,1.233479,78,1.3,0.021666667,9,-97.8026347,30.2500173,CSF 8933
1360,341,0.341,0.2118974,14,0.233333333,0.003888889,10,-97.7896987,30.2626162,CSF 8933
1361,433,0.433,0.2690662,47,0.783333333,0.013055556,11,-97.7864835,30.2638857,CSF 8933
1362,23,0.023,0.0142922,4,0.066666667,0.001111111,12,-97.7823069,30.2653462,CSF 8933
1363,138,0.138,0.0857532,18,0.3,0.005,13,-97.7822424,30.2651481,CSF 8933
1364,NA,NA,NA,NA,NA,NA,NA,-97.7835796,30.264686,CSF 8933
1365,37,0.037,0.0229918,3,0.05,0.000833333,1,-97.718466,30.2363986,FHB 2847
1366,197,0.197,0.1224158,24,0.4,0.006666667,2,-97.7185345,30.2367213,FHB 2847
1367,32,0.032,0.0198848,8,0.133333333,0.002222222,3,-97.7186922,30.2380449,FHB 2847
1368,823,0.823,0.5114122,130,2.166666667,0.036111111,4,-97.7185646,30.2383099,FHB 2847
1369,163,0.163,0.1012882,37,0.616666667,0.010277778,5,-97.7261842,30.2415675,FHB 2847
1370,101,0.101,0.0627614,29,0.483333333,0.008055556,6,-97.7270103,30.2402875,FHB 2847
1371,32,0.032,0.0198848,32,0.533333333,0.008888889,7,-97.7275078,30.2394913,FHB 2847
1372,NA,NA,NA,NA,NA,NA,NA,-97.727697,30.2397248,FHB 2847
1373,32,0.032,0.0198848,20,0.333333333,0.005555556,1,-97.727697,30.2397248,FHB 2847
1374,88,0.088,0.0546832,41,0.683333333,0.011388889,2,-97.7275078,30.2394913,FHB 2847
1375,582,0.582,0.3616548,80,1.333333333,0.022222222,3,-97.72708,30.2401953,FHB 2847
1376,716,0.716,0.4449224,73,1.216666667,0.020277778,4,-97.7241415,30.2447665,FHB 2847
1377,119,0.119,0.0739466,11,0.183333333,0.003055556,5,-97.7172115,30.2424912,FHB 2847
1378,NA,NA,NA,NA,NA,NA,NA,-97.7177984,30.2415445,FHB 2847
1379,393,0.393,0.2442102,51,0.85,0.014166667,1,-97.7920249,30.2367924,CZT 1032
1380,181,0.181,0.1124734,38,0.633333333,0.010555556,2,-97.7954832,30.234906,CZT 1032
1381,55,0.055,0.034177,8,0.133333333,0.002222222,3,-97.7970591,30.2340176,CZT 1032
1382,610,0.61,0.379054,75,1.25,0.020833333,4,-97.7966461,30.2336793,CZT 1032
1383,473,0.473,0.2939222,27,0.45,0.0075,5,-97.7911838,30.2309034,CZT 1032
1384,2788,2.788,1.7324632,99,1.65,0.0275,6,-97.7867475,30.2291461,CZT 1032
1385,1866,1.866,1.1595324,80,1.333333333,0.022222222,7,-97.7603813,30.2208753,CZT 1032
1386,4208,4.208,2.6148512,230,3.833333333,0.063888889,8,-97.7473427,30.2230675,CZT 1032
1387,178,0.178,0.1106092,13,0.216666667,0.003611111,9,-97.7370102,30.2581975,CZT 1032
1388,159,0.159,0.0988026,42,0.7,0.011666667,10,-97.7362932,30.2596645,CZT 1032
1389,1155,1.155,0.717717,132,2.2,0.036666667,11,-97.7357836,30.2610217,CZT 1032
1390,237,0.237,0.1472718,45,0.75,0.0125,12,-97.7246359,30.2571232,CZT 1032
1391,NA,NA,NA,NA,NA,NA,NA,-97.7237242,30.259105,CZT 1032
1392,79,0.079,0.0490906,14,0.233333333,0.003888889,1,-97.7529624,30.2474004,FBV 6124
1393,793,0.793,0.4927702,129,2.15,0.035833333,2,-97.7532151,30.2467243,FBV 6124
1394,2055,2.055,1.276977,269,4.483333333,0.074722222,3,-97.7453662,30.2445274,FBV 6124
1395,266,0.266,0.1652924,34,0.566666667,0.009444444,4,-97.7273688,30.2354182,FBV 6124
1396,1126,1.126,0.6996964,123,2.05,0.034166667,5,-97.7260183,30.2375056,FBV 6124
1397,691,0.691,0.4293874,67,1.116666667,0.018611111,6,-97.7175746,30.2316037,FBV 6124
1398,247,0.247,0.1534858,29,0.483333333,0.008055556,7,-97.7138905,30.2367281,FBV 6124
1399,9,0.009,0.0055926,12,0.2,0.003333333,8,-97.7116695,30.2356437,FBV 6124
1400,NA,NA,NA,NA,NA,NA,NA,-97.7116948,30.2357205,FBV 6124
1401,9,0.009,0.0055926,1,0.016666667,0.000277778,1,-97.7116948,30.2357205,FBV 6124
1402,247,0.247,0.1534858,36,0.6,0.01,2,-97.7116695,30.2356437,FBV 6124
1403,676,0.676,0.4200664,87,1.45,0.024166667,3,-97.7138905,30.2367281,FBV 6124
1404,2466,2.466,1.5323724,261,4.35,0.0725,4,-97.7175008,30.231724,FBV 6124
1405,587,0.587,0.3647618,36,0.6,0.01,5,-97.7339067,30.2476864,FBV 6124
1406,1368,1.368,0.8500752,96,1.6,0.026666667,6,-97.7359506,30.2523655,FBV 6124
1407,147,0.147,0.0913458,16,0.266666667,0.004444444,7,-97.7350768,30.2643175,FBV 6124
1408,27,0.027,0.0167778,9,0.15,0.0025,8,-97.7342495,30.2654039,FBV 6124
1409,738,0.738,0.4585932,149,2.483333333,0.041388889,9,-97.7341759,30.2656423,FBV 6124
1410,179,0.179,0.1112306,74,1.233333333,0.020555556,10,-97.741483,30.2676817,FBV 6124
1411,NA,NA,NA,NA,NA,NA,NA,-97.7409009,30.2692085,FBV 6124
1412,10,0.01,0.006214,3,0.05,0.000833333,1,-97.7399213,30.2652422,FBV 4381
1413,105,0.105,0.065247,36,0.6,0.01,2,-97.7400282,30.2652412,FBV 4381
1414,434,0.434,0.2696876,91,1.516666667,0.025277778,3,-97.7396938,30.2661424,FBV 4381
1415,53,0.053,0.0329342,10,0.166666667,0.002777778,4,-97.7353905,30.2649534,FBV 4381
1416,122,0.122,0.0758108,19,0.316666667,0.005277778,5,-97.7355532,30.264495,FBV 4381
1417,531,0.531,0.3299634,82,1.366666667,0.022777778,6,-97.7346371,30.2642091,FBV 4381
1418,1154,1.154,0.7170956,64,1.066666667,0.017777778,7,-97.7330577,30.2687832,FBV 4381
1419,5427,5.427,3.3723378,220,3.666666667,0.061111111,8,-97.7297143,30.2786941,FBV 4381
1420,269,0.269,0.1671566,14,0.233333333,0.003888889,9,-97.7065949,30.3226993,FBV 4381
1421,881,0.881,0.5474534,85,1.416666667,0.023611111,10,-97.7056279,30.3249539,FBV 4381
1422,1612,1.612,1.0016968,198,3.3,0.055,11,-97.703722,30.3325917,FBV 4381
1423,114,0.114,0.0708396,36,0.6,0.01,12,-97.7183908,30.3396464,FBV 4381
1424,NA,NA,NA,NA,NA,NA,NA,-97.7189374,30.3387341,FBV 4381
1425,217,0.217,0.1348438,34,0.566666667,0.009444444,1,-97.7458743,30.3655145,FBV 4355
1426,1192,1.192,0.7407088,138,2.3,0.038333333,2,-97.7438233,30.3646998,FBV 4355
1427,3320,3.32,2.063048,135,2.25,0.0375,3,-97.7480036,30.3546299,FBV 4355
1428,327,0.327,0.2031978,23,0.383333333,0.006388889,4,-97.7560065,30.3260153,FBV 4355
1429,72,0.072,0.0447408,16,0.266666667,0.004444444,5,-97.7562934,30.3231007,FBV 4355
1430,141,0.141,0.0876174,20,0.333333333,0.005555556,6,-97.7566845,30.3226376,FBV 4355
1431,3193,3.193,1.9841302,412,6.866666667,0.114444444,7,-97.7566151,30.3214942,FBV 4355
1432,21,0.021,0.0130494,6,0.1,0.001666667,8,-97.727451,30.3081793,FBV 4355
1433,NA,NA,NA,NA,NA,NA,NA,-97.7275564,30.3080126,FBV 4355
1434,21,0.021,0.0130494,3,0.05,0.000833333,1,-97.7275564,30.3080126,FBV 4355
1435,847,0.847,0.5263258,88,1.466666667,0.024444444,2,-97.727451,30.3081793,FBV 4355
1436,467,0.467,0.2901938,52,0.866666667,0.014444444,3,-97.7196082,30.304824,FBV 4355
1437,NA,NA,NA,NA,NA,NA,NA,-97.7217393,30.301056,FBV 4355
1438,605,0.605,0.375947,94,1.566666667,0.026111111,1,-97.7217393,30.301056,FBV 4355
1439,343,0.343,0.2131402,46,0.766666667,0.012777778,2,-97.7233211,30.2958111,FBV 4355
1440,782,0.782,0.4859348,76,1.266666667,0.021111111,3,-97.7201991,30.294305,FBV 4355
1441,301,0.301,0.1870414,16,0.266666667,0.004444444,4,-97.7241441,30.2881506,FBV 4355
1442,377,0.377,0.2342678,19,0.316666667,0.005277778,5,-97.7254686,30.2857378,FBV 4355
1443,2426,2.426,1.5075164,131,2.183333333,0.036388889,6,-97.727424,30.282798,FBV 4355
1444,72,0.072,0.0447408,11,0.183333333,0.003055556,7,-97.7360498,30.2623761,FBV 4355
1445,383,0.383,0.2379962,53,0.883333333,0.014722222,8,-97.7365289,30.261893,FBV 4355
1446,367,0.367,0.2280538,62,1.033333333,0.017222222,9,-97.7377278,30.2586096,FBV 4355
1447,105,0.105,0.065247,27,0.45,0.0075,10,-97.7388627,30.2554587,FBV 4355
1448,74,0.074,0.0459836,19,0.316666667,0.005277778,11,-97.7398671,30.2557809,FBV 4355
1449,NA,NA,NA,NA,NA,NA,NA,-97.7396386,30.2564168,FBV 4355
1450,35,0.035,0.021749,7,0.116666667,0.001944444,1,-97.747994,30.2708727,FJC 9788
1451,1725,1.725,1.071915,359,5.983333333,0.099722222,2,-97.7481071,30.270578,FJC 9788
1452,1,0.001,0.0006214,7,0.116666667,0.001944444,3,-97.7310934,30.2656747,FJC 9788
1453,NA,NA,NA,NA,NA,NA,NA,-97.7310976,30.2656656,FJC 9788
1454,29,0.029,0.0180206,6,0.1,0.001666667,1,-97.7006756,30.3012471,FBV 4379
1455,1384,1.384,0.8600176,132,2.2,0.036666667,2,-97.7003767,30.3012582,FBV 4379
1456,1665,1.665,1.034631,195,3.25,0.054166667,3,-97.6986112,30.2890582,FBV 4379
1457,NA,NA,NA,NA,NA,NA,NA,-97.7149977,30.2849475,FBV 4379
1458,529,0.529,0.3287206,66,1.1,0.018333333,1,-97.7149977,30.2849475,FBV 4379
1459,2068,2.068,1.2850552,258,4.3,0.071666667,2,-97.7204154,30.2840752,FBV 4379
1460,NA,NA,NA,NA,NA,NA,NA,-97.7400456,30.2897081,FBV 4379
1461,255,0.255,0.158457,47,0.783333333,0.013055556,1,-97.7400271,30.3120157,CSF 9063
1462,2488,2.488,1.5460432,338,5.633333333,0.093888889,2,-97.7387409,30.3140268,CSF 9063
1463,36,0.036,0.0223704,7,0.116666667,0.001944444,3,-97.7160462,30.3036135,CSF 9063
1464,8569,8.569,5.3247766,413,6.883333333,0.114722222,4,-97.7160072,30.3032904,CSF 9063
1465,144,0.144,0.0894816,10,0.166666667,0.002777778,5,-97.7423785,30.2319014,CSF 9063
1466,925,0.925,0.574795,77,1.283333333,0.021388889,6,-97.7433354,30.2309088,CSF 9063
1467,610,0.61,0.379054,44,0.733333333,0.012222222,7,-97.7477129,30.2235011,CSF 9063
1468,68,0.068,0.0422552,17,0.283333333,0.004722222,8,-97.7531411,30.2262926,CSF 9063
1469,NA,NA,NA,NA,NA,NA,NA,-97.753405,30.2257254,CSF 9063
1470,0,0,0,0,0,0,1,-97.753405,30.2257254,CSF 9063
1471,NA,NA,NA,NA,NA,NA,NA,-97.753405,30.2257254,CSF 9063
1472,219,0.219,0.1360866,48,0.8,0.013333333,1,-97.7193913,30.2349765,FHB 2866
1473,107,0.107,0.0664898,31,0.516666667,0.008611111,2,-97.7213942,30.2359181,FHB 2866
1474,120,0.12,0.074568,38,0.633333333,0.010555556,3,-97.721915,30.2350655,FHB 2866
1475,NA,NA,NA,NA,NA,NA,NA,-97.7229367,30.2354808,FHB 2866
1476,102,0.102,0.0633828,49,0.816666667,0.013611111,1,-97.7229367,30.2354808,FHB 2866
1477,202,0.202,0.1255228,71,1.183333333,0.019722222,2,-97.7220529,30.2349732,FHB 2866
1478,2180,2.18,1.354652,190,3.166666667,0.052777778,3,-97.7235669,30.2337445,FHB 2866
1479,1228,1.228,0.7630792,131,2.183333333,0.036388889,4,-97.7034758,30.2248747,FHB 2866
1480,557,0.557,0.3461198,69,1.15,0.019166667,5,-97.697334,30.2345549,FHB 2866
1481,392,0.392,0.2435888,50,0.833333333,0.013888889,6,-97.7021381,30.2372171,FHB 2866
1482,NA,NA,NA,NA,NA,NA,NA,-97.7045918,30.2346979,FHB 2866
1483,736,0.736,0.4573504,67,1.116666667,0.018611111,1,-97.7045918,30.2346979,FHB 2866
1484,534,0.534,0.3318276,67,1.116666667,0.018611111,2,-97.7070392,30.2285726,FHB 2866
1485,NA,NA,NA,NA,NA,NA,NA,-97.7055585,30.2329574,FHB 2866
1486,189,0.189,0.1174446,21,0.35,0.005833333,1,-97.7553013,30.2720419,FFD 7834
