,m,km,miles,seconds,minutes,hours,leg,lon,lat,Name
2022,1850,1.85,1.14959,260,4.333333333,0.072222222,2,-97.738798,30.249797,FHB 2862
2023,638,0.638,0.3964532,92,1.533333333,0.025555556,3,-97.7512879,30.2619738,FHB 2862
2024,761,0.761,0.4728854,109,1.816666667,0.030277778,4,-97.7570554,30.264527,FHB 2862
2025,NA,NA,NA,NA,NA,NA,NA,-97.7543024,30.2709218,FHB 2862
2026,1421,1.421,0.8830094,195,3.25,0.054166667,1,-97.7276261,30.2274016,FGZ 8813
2027,507,0.507,0.3150498,44,0.733333333,0.012222222,2,-97.7402552,30.2335585,FGZ 8813
2028,157,0.157,0.0975598,7,0.116666667,0.001944444,3,-97.738389,30.2377505,FGZ 8813
2029,3811,3.811,2.3681554,234,3.9,0.065,4,-97.7379171,30.2390948,FGZ 8813
2030,253,0.253,0.1572142,20,0.333333333,0.005555556,5,-97.7322486,30.2719902,FGZ 8813
2031,541,0.541,0.3361774,84,1.4,0.023333333,6,-97.7311111,30.2740055,FGZ 8813
2032,886,0.886,0.5505604,112,1.866666667,0.031111111,7,-97.729078,30.278511,FGZ 8813
2033,127,0.127,0.0789178,48,0.8,0.013333333,8,-97.7200101,30.2799761,FGZ 8813
2034,NA,NA,NA,NA,NA,NA,NA,-97.7197508,30.278859,FGZ 8813
2035,213,0.213,0.1323582,32,0.533333333,0.008888889,1,-97.7197508,30.278859,FGZ 8813
2036,17,0.017,0.0105638,6,0.1,0.001666667,2,-97.719341,30.2769753,FGZ 8813
2037,343,0.343,0.2131402,58,0.966666667,0.016111111,3,-97.7195181,30.2769473,FGZ 8813
2038,282,0.282,0.1752348,32,0.533333333,0.008888889,4,-97.7188783,30.2739161,FGZ 8813
2039,5289,5.289,3.2865846,610,10.16666667,0.169444444,5,-97.7159854,30.2743749,FGZ 8813
2040,99,0.099,0.0615186,30,0.5,0.008333333,6,-97.7244452,30.2328447,FGZ 8813
2041,NA,NA,NA,NA,NA,NA,NA,-97.7253519,30.2332693,FGZ 8813
2042,403,0.403,0.2504242,51,0.85,0.014166667,1,-97.7729401,30.2311865,CK9 T255
2043,541,0.541,0.3361774,79,1.316666667,0.021944444,2,-97.7709186,30.2343639,CK9 T255
2044,4026,4.026,2.5017564,442,7.366666667,0.122777778,3,-97.7659841,30.2320261,CK9 T255
2045,447,0.447,0.2777658,97,1.616666667,0.026944444,4,-97.7470845,30.2640425,CK9 T255
2046,172,0.172,0.1068808,38,0.633333333,0.010555556,5,-97.7455449,30.267796,CK9 T255
2047,NA,NA,NA,NA,NA,NA,NA,-97.7438498,30.2673067,CK9 T255
2048,173,0.173,0.1075022,57,0.95,0.015833333,1,-97.7417788,30.2657039,FFD 6224
2049,1059,1.059,0.6580626,176,2.933333333,0.048888889,2,-97.7434879,30.2662006,FFD 6224
2050,2079,2.079,1.2918906,210,3.5,0.058333333,3,-97.7468791,30.2571391,FFD 6224
2051,1813,1.813,1.1265982,186,3.1,0.051666667,4,-97.7309337,30.2452953,FFD 6224
2052,492,0.492,0.3057288,50,0.833333333,0.013888889,5,-97.7204922,30.2323374,FFD 6224
2053,NA,NA,NA,NA,NA,NA,NA,-97.7214872,30.2280526,FFD 6224
2054,271,0.271,0.1683994,49,0.816666667,0.013611111,1,-97.7591748,30.2391423,FBV 4359
2055,182,0.182,0.1130948,62,1.033333333,0.017222222,2,-97.7579667,30.2413254,FBV 4359
2056,501,0.501,0.3113214,60,1,0.016666667,3,-97.7596191,30.2421291,FBV 4359
2057,97,0.097,0.0602758,20,0.333333333,0.005555556,4,-97.7621314,30.2381828,FBV 4359
2058,35,0.035,0.021749,16,0.266666667,0.004444444,5,-97.7612421,30.2377711,FBV 4359
2059,NA,NA,NA,NA,NA,NA,NA,-97.7614178,30.2374974,FBV 4359
2060,156,0.156,0.0969384,39,0.65,0.010833333,1,-97.7715052,30.2203865,FGZ 8803
2061,652,0.652,0.4051528,100,1.666666667,0.027777778,2,-97.7729286,30.2210554,FGZ 8803
2062,87,0.087,0.0540618,14,0.233333333,0.003888889,3,-97.7696374,30.2261545,FGZ 8803
2063,593,0.593,0.3684902,32,0.533333333,0.008888889,4,-97.7689159,30.2256782,FGZ 8803
2064,391,0.391,0.2429674,14,0.233333333,0.003888889,5,-97.763811,30.2227647,FGZ 8803
2065,8670,8.67,5.387538,299,4.983333333,0.083055556,6,-97.7603813,30.2208753,FGZ 8803
2066,NA,NA,NA,NA,NA,NA,NA,-97.6746047,30.2212319,FGZ 8803
2067,690,0.69,0.428766,29,0.483333333,0.008055556,1,-97.6746047,30.2212319,FGZ 8803
2068,445,0.445,0.276523,23,0.383333333,0.006388889,2,-97.6684155,30.2180866,FGZ 8803
2069,1676,1.676,1.0414664,88,1.466666667,0.024444444,3,-97.6646325,30.2157984,FGZ 8803
2070,6463,6.463,4.0161082,227,3.783333333,0.063055556,4,-97.6776664,30.2229079,FGZ 8803
2071,3926,3.926,2.4396164,172,2.866666667,0.047777778,5,-97.7418563,30.2161313,FGZ 8803
2072,222,0.222,0.1379508,13,0.216666667,0.003611111,6,-97.7353106,30.243416,FGZ 8803
2073,280,0.28,0.173992,55,0.916666667,0.015277778,7,-97.7345428,30.2452674,FGZ 8803
2074,1964,1.964,1.2204296,242,4.033333333,0.067222222,8,-97.7348358,30.2477683,FGZ 8803
2075,551,0.551,0.3423914,74,1.233333333,0.020555556,9,-97.7491898,30.2596347,FGZ 8803
2076,555,0.555,0.344877,119,1.983333333,0.033055556,10,-97.7470845,30.2640425,FGZ 8803
2077,NA,NA,NA,NA,NA,NA,NA,-97.7452088,30.2687189,FGZ 8803
2078,110,0.11,0.068354,21,0.35,0.005833333,1,-97.7452088,30.2687189,FGZ 8803
2079,1109,1.109,0.6891326,250,4.166666667,0.069444444,2,-97.744846,30.269655,FGZ 8803
2080,255,0.255,0.158457,30,0.5,0.008333333,3,-97.7338513,30.266593,FGZ 8803
2081,1154,1.154,0.7170956,64,1.066666667,0.017777778,4,-97.7330577,30.2687832,FGZ 8803
2082,383,0.383,0.2379962,18,0.3,0.005,5,-97.7297143,30.2786941,FGZ 8803
2083,423,0.423,0.2628522,19,0.316666667,0.005277778,6,-97.7279766,30.2817811,FGZ 8803
2084,66,0.066,0.0410124,4,0.066666667,0.001111111,7,-97.7258267,30.2850989,FGZ 8803
2085,395,0.395,0.245453,33,0.55,0.009166667,8,-97.7253267,30.2854416,FGZ 8803
2086,110,0.11,0.068354,23,0.383333333,0.006388889,9,-97.723355,30.288554,FGZ 8803
2087,111,0.111,0.0689754,20,0.333333333,0.005555556,10,-97.722341,30.288088,FGZ 8803
2088,NA,NA,NA,NA,NA,NA,NA,-97.7217564,30.2889495,FGZ 8803
2089,111,0.111,0.0689754,15,0.25,0.004166667,1,-97.7217564,30.2889495,FGZ 8803
2090,110,0.11,0.068354,34,0.566666667,0.009444444,2,-97.722341,30.288088,FGZ 8803
2091,68,0.068,0.0422552,32,0.533333333,0.008888889,3,-97.723355,30.288554,FGZ 8803
2092,44,0.044,0.0273416,23,0.383333333,0.006388889,4,-97.7230256,30.2890918,FGZ 8803
2093,145,0.145,0.090103,19,0.316666667,0.005277778,5,-97.7234218,30.2892942,FGZ 8803
2094,301,0.301,0.1870414,16,0.266666667,0.004444444,6,-97.7241441,30.2881506,FGZ 8803
2095,377,0.377,0.2342678,19,0.316666667,0.005277778,7,-97.7254686,30.2857378,FGZ 8803
2096,963,0.963,0.5984082,112,1.866666667,0.031111111,8,-97.727424,30.282798,FGZ 8803
2097,1590,1.59,0.988026,188,3.133333333,0.052222222,9,-97.7316294,30.2751692,FGZ 8803
2098,181,0.181,0.1124734,40,0.666666667,0.011111111,10,-97.7472681,30.2791999,FGZ 8803
2099,1,0.001,0.0006214,12,0.2,0.003333333,11,-97.7478433,30.2776493,FGZ 8803
2100,NA,NA,NA,NA,NA,NA,NA,-97.7478325,30.2776462,FGZ 8803
2101,6,0.006,0.0037284,1,0.016666667,0.000277778,1,-97.7453842,30.2444797,FHB 2860
2102,1056,1.056,0.6561984,179,2.983333333,0.049722222,2,-97.7453662,30.2445274,FHB 2860
2103,2046,2.046,1.2713844,227,3.783333333,0.063055556,3,-97.7558254,30.2474522,FHB 2860
2104,556,0.556,0.3454984,119,1.983333333,0.033055556,4,-97.7470845,30.2640425,FHB 2860
2105,218,0.218,0.1354652,42,0.7,0.011666667,5,-97.7452054,30.2687282,FHB 2860
2106,106,0.106,0.0658684,36,0.6,0.01,6,-97.7473639,30.269321,FHB 2860
2107,94,0.094,0.0584116,30,0.5,0.008333333,7,-97.7470199,30.2702248,FHB 2860
2108,NA,NA,NA,NA,NA,NA,NA,-97.7479315,30.2705209,FHB 2860
2109,0,0,0,0,0,0,1,-97.7514464,30.2560448,FFD 7840
2110,NA,NA,NA,NA,NA,NA,NA,-97.7514464,30.2560448,FFD 7840
2111,3,0.003,0.0018642,1,0.016666667,0.000277778,1,-97.7424838,30.3139352,FBV 4364
2112,47,0.047,0.0292058,28,0.466666667,0.007777778,2,-97.7424699,30.3139566,FBV 4364
2113,695,0.695,0.431873,94,1.566666667,0.026111111,3,-97.7420471,30.3137387,FBV 4364
2114,117,0.117,0.0727038,27,0.45,0.0075,4,-97.7429294,30.3075873,FBV 4364
2115,4017,4.017,2.4961638,409,6.816666667,0.113611111,5,-97.7418651,30.3070679,FBV 4364
2116,287,0.287,0.1783418,54,0.9,0.015,6,-97.7513993,30.2768701,FBV 4364
2117,324,0.324,0.2013336,48,0.8,0.013333333,7,-97.7541685,30.2778416,FBV 4364
2118,211,0.211,0.1311154,37,0.616666667,0.010277778,8,-97.7555529,30.275187,FBV 4364
2119,63,0.063,0.0391482,34,0.566666667,0.009444444,9,-97.7575166,30.276036,FBV 4364
2120,NA,NA,NA,NA,NA,NA,NA,-97.7579678,30.2756313,FBV 4364
2121,63,0.063,0.0391482,10,0.166666667,0.002777778,1,-97.7579678,30.2756313,FBV 4364
2122,211,0.211,0.1311154,47,0.783333333,0.013055556,2,-97.7575166,30.276036,FBV 4364
2123,30,0.03,0.018642,6,0.1,0.001666667,3,-97.7555529,30.275187,FBV 4364
2124,628,0.628,0.3902392,127,2.116666667,0.035277778,4,-97.7556993,30.2749441,FBV 4364
2125,217,0.217,0.1348438,36,0.6,0.01,5,-97.7495429,30.27305,FBV 4364
2126,392,0.392,0.2435888,90,1.5,0.025,6,-97.7502389,30.271189,FBV 4364
2127,NA,NA,NA,NA,NA,NA,NA,-97.7463788,30.2700433,FBV 4364
2128,638,0.638,0.3964532,157,2.616666667,0.043611111,1,-97.7463788,30.2700433,FBV 4364
2129,1,0.001,0.0006214,5,0.083333333,0.001388889,2,-97.7400632,30.2683236,FBV 4364
2130,NA,NA,NA,NA,NA,NA,NA,-97.7400664,30.268315,FBV 4364
2131,866,0.866,0.5381324,192,3.2,0.053333333,1,-97.7479286,30.2710432,CYL 4629
2132,817,0.817,0.5076838,82,1.366666667,0.022777778,2,-97.745176,30.2784614,CYL 4629
2133,2089,2.089,1.2981046,214,3.566666667,0.059444444,3,-97.7532419,30.2802155,CYL 4629
2134,153,0.153,0.0950742,56,0.933333333,0.015555556,4,-97.771411,30.290203,CYL 4629
2135,NA,NA,NA,NA,NA,NA,NA,-97.7721658,30.2889951,CYL 4629
2136,197,0.197,0.1224158,55,0.916666667,0.015277778,1,-97.7721658,30.2889951,CYL 4629
2137,760,0.76,0.472264,90,1.5,0.025,2,-97.7731363,30.2874379,CYL 4629
2138,569,0.569,0.3535766,42,0.7,0.011666667,3,-97.7664596,30.2838951,CYL 4629
2139,262,0.262,0.1628068,39,0.65,0.010833333,4,-97.769187,30.27935,CYL 4629
2140,38,0.038,0.0236132,14,0.233333333,0.003888889,5,-97.7704765,30.2772715,CYL 4629
2141,604,0.604,0.3753256,37,0.616666667,0.010277778,6,-97.770306,30.2770798,CYL 4629
2142,2351,2.351,1.4609114,221,3.683333333,0.061388889,7,-97.7656322,30.2735508,CYL 4629
2143,1355,1.355,0.841997,176,2.933333333,0.048888889,8,-97.7450226,30.2635113,CYL 4629
2144,NA,NA,NA,NA,NA,NA,NA,-97.7487556,30.2520061,CYL 4629
2145,33,0.033,0.0205062,5,0.083333333,0.001388889,1,-97.7487556,30.2520061,CYL 4629
2146,128,0.128,0.0795392,27,0.45,0.0075,2,-97.7486551,30.2522912,CYL 4629
2147,399,0.399,0.2479386,52,0.866666667,0.014444444,3,-97.7499155,30.2525798,CYL 4629
2148,293,0.293,0.1820702,53,0.883333333,0.014722222,4,-97.7520093,30.2494825,CYL 4629
2149,2278,2.278,1.4155492,258,4.3,0.071666667,5,-97.754945,30.2500194,CYL 4629
2150,541,0.541,0.3361774,80,1.333333333,0.022222222,6,-97.7659841,30.2320261,CYL 4629
2151,460,0.46,0.285844,72,1.2,0.02,7,-97.7709186,30.2343639,CYL 4629
2152,NA,NA,NA,NA,NA,NA,NA,-97.7732251,30.2307347,CYL 4629
2153,460,0.46,0.285844,58,0.966666667,0.016111111,1,-97.7732251,30.2307347,CYL 4629
2154,541,0.541,0.3361774,79,1.316666667,0.021944444,2,-97.7709186,30.2343639,CYL 4629
2155,2198,2.198,1.3658372,244,4.066666667,0.067777778,3,-97.7659841,30.2320261,CYL 4629
2156,79,0.079,0.0490906,20,0.333333333,0.005555556,4,-97.7551936,30.2493342,CYL 4629
2157,NA,NA,NA,NA,NA,NA,NA,-97.7544137,30.2491093,CYL 4629
2158,143,0.143,0.0888602,30,0.5,0.008333333,1,-97.7611242,30.2857385,FJC 9926
2159,961,0.961,0.5971654,104,1.733333333,0.028888889,2,-97.7618886,30.2846355,FJC 9926
2160,146,0.146,0.0907244,16,0.266666667,0.004444444,3,-97.7535286,30.2801861,FJC 9926
2161,81,0.081,0.0503334,10,0.166666667,0.002777778,4,-97.7525743,30.2792331,FJC 9926
2162,190,0.19,0.118066,38,0.633333333,0.010555556,5,-97.7518333,30.2789656,FJC 9926
2163,2599,2.599,1.6150186,365,6.083333333,0.101388889,6,-97.7511639,30.27736,FJC 9926
2164,1,0.001,0.0006214,12,0.2,0.003333333,7,-97.7614927,30.2560357,FJC 9926
2165,NA,NA,NA,NA,NA,NA,NA,-97.7614834,30.2560316,FJC 9926
2166,1,0.001,0.0006214,0,0,0,1,-97.7614834,30.2560316,FJC 9926
2167,1386,1.386,0.8612604,170,2.833333333,0.047222222,2,-97.7614927,30.2560357,FJC 9926
2168,39,0.039,0.0242346,6,0.1,0.001666667,3,-97.7558961,30.2672883,FJC 9926
2169,28,0.028,0.0173992,6,0.1,0.001666667,4,-97.755539,30.2674049,FJC 9926
2170,23,0.023,0.0142922,5,0.083333333,0.001388889,5,-97.755334,30.2672341,FJC 9926
2171,NA,NA,NA,NA,NA,NA,NA,-97.7551725,30.2671091,FJC 9926
2172,41,0.041,0.0254774,8,0.133333333,0.002222222,1,-97.7551725,30.2671091,FJC 9926
2173,73,0.073,0.0453622,17,0.283333333,0.004722222,2,-97.7551856,30.2673498,FJC 9926
2174,1776,1.776,1.1036064,216,3.6,0.06,3,-97.755696,30.2677531,FJC 9926
2175,13,0.013,0.0080782,5,0.083333333,0.001388889,4,-97.751205,30.2827109,FJC 9926
2176,NA,NA,NA,NA,NA,NA,NA,-97.7511047,30.2827823,FJC 9926
2177,44,0.044,0.0273416,12,0.2,0.003333333,1,-97.7318085,30.3305407,CSF 9191
2178,904,0.904,0.5617456,128,2.133333333,0.035555556,2,-97.7315949,30.3308903,CSF 9191
2179,891,0.891,0.5536674,75,1.25,0.020833333,3,-97.7398476,30.3348125,CSF 9191
2180,765,0.765,0.475371,91,1.516666667,0.025277778,4,-97.748749,30.3347423,CSF 9191
2181,5573,5.573,3.4630622,259,4.316666667,0.071944444,5,-97.7559305,30.3368713,CSF 9191
2182,421,0.421,0.2616094,30,0.5,0.008333333,6,-97.7628732,30.2877109,CSF 9191
2183,1415,1.415,0.879281,78,1.3,0.021666667,7,-97.7653011,30.2845703,CSF 9191
2184,305,0.305,0.189527,14,0.233333333,0.003888889,8,-97.7656322,30.2735508,CSF 9191
2185,109,0.109,0.0677326,13,0.216666667,0.003611111,9,-97.7637103,30.2713691,CSF 9191
2186,88,0.088,0.0546832,12,0.2,0.003333333,10,-97.7639308,30.2709313,CSF 9191
2187,158,0.158,0.0981812,31,0.516666667,0.008611111,11,-97.7645221,30.2715362,CSF 9191
2188,NA,NA,NA,NA,NA,NA,NA,-97.7658943,30.270844,CSF 9191
2189,158,0.158,0.0981812,42,0.7,0.011666667,1,-97.7658943,30.270844,CSF 9191
2190,243,0.243,0.1510002,30,0.5,0.008333333,2,-97.7645221,30.2715362,CSF 9191
2191,91,0.091,0.0565474,9,0.15,0.0025,3,-97.7631212,30.2715346,CSF 9191
2192,237,0.237,0.1472718,12,0.2,0.003333333,4,-97.7638163,30.2716606,CSF 9191
2193,4468,4.468,2.7764152,191,3.183333333,0.053055556,5,-97.7653208,30.2733457,CSF 9191
2194,225,0.225,0.139815,10,0.166666667,0.002777778,6,-97.799959,30.2573141,CSF 9191
2195,1378,1.378,0.8562892,127,2.116666667,0.035277778,7,-97.8021165,30.2565311,CSF 9191
2196,691,0.691,0.4293874,65,1.083333333,0.018055556,8,-97.8079191,30.2457337,CSF 9191
2197,127,0.127,0.0789178,10,0.166666667,0.002777778,9,-97.8072546,30.2442334,CSF 9191
2198,30,0.03,0.018642,6,0.1,0.001666667,10,-97.8063338,30.2450425,CSF 9191
2199,NA,NA,NA,NA,NA,NA,NA,-97.8061343,30.2452448,CSF 9191
2200,0,0,0,0,0,0,1,-97.8061343,30.2452448,CSF 9191
2201,NA,NA,NA,NA,NA,NA,NA,-97.8061343,30.2452448,CSF 9191
2202,155,0.155,0.096317,28,0.466666667,0.007777778,1,-97.7653854,30.2300614,FGZ 8800
2203,4190,4.19,2.603666,452,7.533333333,0.125555556,2,-97.7667995,30.2307367,FGZ 8800
2204,990,0.99,0.615186,183,3.05,0.050833333,3,-97.7470845,30.2640425,FGZ 8800
2205,111,0.111,0.0689754,28,0.466666667,0.007777778,4,-97.7438211,30.2724439,FGZ 8800
2206,108,0.108,0.0671112,17,0.283333333,0.004722222,5,-97.7449183,30.2727682,FGZ 8800
2207,1,0.001,0.0006214,4,0.066666667,0.001111111,6,-97.7452511,30.2718452,FGZ 8800
2208,NA,NA,NA,NA,NA,NA,NA,-97.7452401,30.2718421,FGZ 8800
2209,114,0.114,0.0708396,26,0.433333333,0.007222222,1,-97.7142039,30.2947779,FBV 4487
2210,265,0.265,0.164671,57,0.95,0.015833333,2,-97.7131696,30.2942746,FBV 4487
2211,595,0.595,0.369733,115,1.916666667,0.031944444,3,-97.7145154,30.2921896,FBV 4487
2212,864,0.864,0.5368896,82,1.366666667,0.022777778,4,-97.7197894,30.2949542,FBV 4487
2213,301,0.301,0.1870414,16,0.266666667,0.004444444,5,-97.7241441,30.2881506,FBV 4487
2214,377,0.377,0.2342678,19,0.316666667,0.005277778,6,-97.7254686,30.2857378,FBV 4487
2215,963,0.963,0.5984082,112,1.866666667,0.031111111,7,-97.727424,30.282798,FBV 4487
2216,1156,1.156,0.7183384,134,2.233333333,0.037222222,8,-97.7316294,30.2751692,FBV 4487
2217,822,0.822,0.5107908,119,1.983333333,0.033055556,9,-97.7429916,30.2779413,FBV 4487
2218,45,0.045,0.027963,11,0.183333333,0.003055556,10,-97.7455899,30.2708968,FBV 4487
2219,NA,NA,NA,NA,NA,NA,NA,-97.7460361,30.2710237,FBV 4487
2220,63,0.063,0.0391482,15,0.25,0.004166667,1,-97.726828,30.3072449,FBV 4423
2221,714,0.714,0.4436796,94,1.566666667,0.026111111,2,-97.7264769,30.3077216,FBV 4423
2222,1646,1.646,1.0228244,168,2.8,0.046666667,3,-97.7329807,30.3108416,FBV 4423
2223,550,0.55,0.34177,108,1.8,0.03,4,-97.74122,30.2978671,FBV 4423
2224,2317,2.317,1.4397838,213,3.55,0.059166667,5,-97.7462269,30.3002718,FBV 4423
2225,290,0.29,0.180206,39,0.65,0.010833333,6,-97.7522851,30.2838014,FBV 4423
2226,158,0.158,0.0981812,42,0.7,0.011666667,7,-97.7494843,30.2838725,FBV 4423
2227,NA,NA,NA,NA,NA,NA,NA,-97.7493367,30.2852834,FBV 4423
2228,158,0.158,0.0981812,32,0.533333333,0.008888889,1,-97.7493367,30.2852834,FBV 4423
2229,2054,2.054,1.2763556,313,5.216666667,0.086944444,2,-97.7494843,30.2838725,FBV 4423
2230,1183,1.183,0.7351162,125,2.083333333,0.034722222,3,-97.729078,30.278511,FBV 4423
2231,161,0.161,0.1000454,47,0.783333333,0.013055556,4,-97.723675,30.288049,FBV 4423
2232,NA,NA,NA,NA,NA,NA,NA,-97.7222185,30.2873401,FBV 4423
2233,161,0.161,0.1000454,31,0.516666667,0.008611111,1,-97.7222185,30.2873401,FBV 4423
2234,132,0.132,0.0820248,36,0.6,0.01,2,-97.723675,30.288049,FBV 4423
2235,44,0.044,0.0273416,23,0.383333333,0.006388889,3,-97.7230256,30.2890918,FBV 4423
2236,145,0.145,0.090103,19,0.316666667,0.005277778,4,-97.7234218,30.2892942,FBV 4423
2237,301,0.301,0.1870414,16,0.266666667,0.004444444,5,-97.7241441,30.2881506,FBV 4423
2238,377,0.377,0.2342678,19,0.316666667,0.005277778,6,-97.7254686,30.2857378,FBV 4423
2239,2426,2.426,1.5075164,131,2.183333333,0.036388889,7,-97.727424,30.282798,FBV 4423
2240,72,0.072,0.0447408,11,0.183333333,0.003055556,8,-97.7360498,30.2623761,FBV 4423
2241,78,0.078,0.0484692,18,0.3,0.005,9,-97.7365289,30.261893,FBV 4423
2242,1806,1.806,1.1222484,291,4.85,0.080833333,10,-97.7367715,30.2612203,FBV 4423
2243,NA,NA,NA,NA,NA,NA,NA,-97.7546197,30.2662805,FBV 4423
2244,32,0.032,0.0198848,10,0.166666667,0.002777778,1,-97.7579852,30.2799915,FGZ 8678
2245,1456,1.456,0.9047584,274,4.566666667,0.076111111,2,-97.7581407,30.279738,FGZ 8678
2246,504,0.504,0.3131856,73,1.216666667,0.020277778,3,-97.7441587,30.2747941,FGZ 8678
2247,710,0.71,0.441194,123,2.05,0.034166667,4,-97.7457494,30.2704714,FGZ 8678
2248,2175,2.175,1.351545,222,3.7,0.061666667,5,-97.747985,30.264388,FGZ 8678
2249,507,0.507,0.3150498,78,1.3,0.021666667,6,-97.7563524,30.2465571,FGZ 8678
2250,154,0.154,0.0956956,21,0.35,0.005833333,7,-97.7513278,30.2451702,FGZ 8678
2251,NA,NA,NA,NA,NA,NA,NA,-97.7518111,30.2438454,FGZ 8678
2252,264,0.264,0.1640496,32,0.533333333,0.008888889,1,-97.7518111,30.2438454,FGZ 8678
2253,566,0.566,0.3517124,71,1.183333333,0.019722222,2,-97.750966,30.2461003,FGZ 8678
2254,336,0.336,0.2087904,44,0.733333333,0.012222222,3,-97.7453662,30.2445274,FGZ 8678
2255,766,0.766,0.4759924,95,1.583333333,0.026388889,4,-97.7421809,30.2436002,FGZ 8678
2256,454,0.454,0.2821156,73,1.216666667,0.020277778,5,-97.738798,30.249797,FGZ 8678
2257,523,0.523,0.3249922,34,0.566666667,0.009444444,6,-97.7348358,30.2477683,FGZ 8678
2258,3049,3.049,1.8946486,179,2.983333333,0.049722222,7,-97.7359506,30.2523655,FGZ 8678
2259,383,0.383,0.2379962,18,0.3,0.005,8,-97.7297143,30.2786941,FGZ 8678
2260,170,0.17,0.105638,27,0.45,0.0075,9,-97.7279766,30.2817811,FGZ 8678
2261,596,0.596,0.3703544,70,1.166666667,0.019444444,10,-97.7269327,30.282991,FGZ 8678
2262,816,0.816,0.5070624,92,1.533333333,0.025555556,11,-97.7208332,30.2839801,FGZ 8678
2263,145,0.145,0.090103,32,0.533333333,0.008888889,12,-97.7124839,30.285329,FGZ 8678
2264,152,0.152,0.0944528,36,0.6,0.01,13,-97.7122045,30.2840474,FGZ 8678
2265,NA,NA,NA,NA,NA,NA,NA,-97.7106498,30.2842853,FGZ 8678
2266,66,0.066,0.0410124,7,0.116666667,0.001944444,1,-97.7106498,30.2842853,FGZ 8678
2267,305,0.305,0.189527,44,0.733333333,0.012222222,2,-97.7099749,30.2843885,FGZ 8678
2268,2055,2.055,1.276977,249,4.15,0.069166667,3,-97.7094412,30.2816833,FGZ 8678
2269,523,0.523,0.3249922,74,1.233333333,0.020555556,4,-97.730493,30.2785614,FGZ 8678
2270,6059,6.059,3.7650626,286,4.766666667,0.079444444,5,-97.7320176,30.2740473,FGZ 8678
2271,5227,5.227,3.2480578,197,3.283333333,0.054722222,6,-97.7476621,30.2230365,FGZ 8678
2272,797,0.797,0.4952558,32,0.533333333,0.008888889,7,-97.7935664,30.2326622,FGZ 8678
2273,1111,1.111,0.6903754,78,1.3,0.021666667,8,-97.7988783,30.2379518,FGZ 8678
2274,1102,1.102,0.6847828,65,1.083333333,0.018055556,9,-97.8035489,30.2470794,FGZ 8678
2275,NA,NA,NA,NA,NA,NA,NA,-97.7999003,30.2562647,FGZ 8678
2276,1678,1.678,1.0427092,118,1.966666667,0.032777778,1,-97.7999003,30.2562647,FGZ 8678
2277,1745,1.745,1.084343,70,1.166666667,0.019444444,2,-97.7852534,30.264378,FGZ 8678
2278,223,0.223,0.1385722,11,0.183333333,0.003055556,3,-97.7713229,30.2740081,FGZ 8678
2279,419,0.419,0.2603666,20,0.333333333,0.005555556,4,-97.7694452,30.275097,FGZ 8678
2280,2144,2.144,1.3322816,185,3.083333333,0.051388889,5,-97.7656322,30.2735508,FGZ 8678
2281,118,0.118,0.0733252,29,0.483333333,0.008055556,6,-97.7470845,30.2640425,FGZ 8678
2282,67,0.067,0.0416338,21,0.35,0.005833333,7,-97.7465951,30.2649821,FGZ 8678
2283,NA,NA,NA,NA,NA,NA,NA,-97.7459286,30.2647975,FGZ 8678
2284,7,0.007,0.0043498,2,0.033333333,0.000555556,1,-97.7459286,30.2647975,FGZ 8678
2285,NA,NA,NA,NA,NA,NA,NA,-97.7458596,30.2647784,FGZ 8678
2286,74,0.074,0.0459836,25,0.416666667,0.006944444,1,-97.7458596,30.2647784,FGZ 8678
2287,984,0.984,0.6114576,171,2.85,0.0475,2,-97.7465951,30.2649821,FGZ 8678
2288,1432,1.432,0.8898448,257,4.283333333,0.071388889,3,-97.743461,30.27341,FGZ 8678
2289,1,0.001,0.0006214,5,0.083333333,0.001388889,4,-97.7293692,30.2692348,FGZ 8678
2290,NA,NA,NA,NA,NA,NA,NA,-97.7293714,30.2692259,FGZ 8678
2291,75,0.075,0.046605,8,0.133333333,0.002222222,1,-97.716131,30.295815,FBV 4369
2292,111,0.111,0.0689754,25,0.416666667,0.006944444,2,-97.715616,30.295465,FBV 4369
2293,217,0.217,0.1348438,30,0.5,0.008333333,3,-97.7147463,30.2961171,FBV 4369
2294,147,0.147,0.0913458,31,0.516666667,0.008611111,4,-97.7161083,30.2974579,FBV 4369
2295,1120,1.12,0.695968,87,1.45,0.024166667,5,-97.7176341,30.297426,FBV 4369
2296,105,0.105,0.065247,5,0.083333333,0.001388889,6,-97.7120726,30.306267,FBV 4369
2297,3277,3.277,2.0363278,125,2.083333333,0.034722222,7,-97.711723,30.3071544,FBV 4369
2298,4417,4.417,2.7447238,179,2.983333333,0.049722222,8,-97.7024658,30.3351675,FBV 4369
2299,318,0.318,0.1976052,16,0.266666667,0.004444444,9,-97.7187975,30.3684569,FBV 4369
2300,618,0.618,0.3840252,66,1.1,0.018333333,10,-97.7204728,30.3708761,FBV 4369
2301,2843,2.843,1.7666402,245,4.083333333,0.068055556,11,-97.72617,30.3734711,FBV 4369
2302,271,0.271,0.1683994,51,0.85,0.014166667,12,-97.7193665,30.3983071,FBV 4369
2303,34,0.034,0.0211276,16,0.266666667,0.004444444,13,-97.7218915,30.3991623,FBV 4369
